item,price,holdEffect,holdEffectParam,pluckEffect,flingEffect,flingPower,naturalGiftPower,naturalGiftType,prevent_toss,selectable,fieldPocket,battlePocket,fieldUseFunc,battleUseFunc,partyUse,slp_heal,psn_heal,brn_heal,frz_heal,prz_heal,cfs_heal,inf_heal,guard_spec,revive,revive_all,level_up,evolve,atk_stages,def_stages,spatk_stages,spdef_stages,speed_stages,accuracy_stages,critrate_stages,pp_up,pp_max,pp_restore,pp_restore_all,hp_restore,hp_ev_up,atk_ev_up,def_ev_up,speed_ev_up,spatk_ev_up,spdef_ev_up,friendship_mod_lo,friendship_mod_med,friendship_mod_hi,hp_ev_up_param,atk_ev_up_param,def_ev_up_param,speed_ev_up_param,spatk_ev_up_param,spdef_ev_up_param,hp_restore_param,pp_restore_param,friendship_mod_lo_param,friendship_mod_med_param,friendship_mod_hi_param,price_high,pricepad
ITEM_AWAKENING,200,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,8,1,2,1,true,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_PARLYZ_HEAL,200,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,8,1,2,1,false,false,false,false,true,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_FULL_RESTORE,3000,HOLD_EFFECT_NONE,255,0,0,30,0,31,false,false,POCKET_MEDICINE,12,1,2,1,true,true,true,true,true,true,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,255,0,0,0,0,0,0
ITEM_MAX_POTION,2500,HOLD_EFFECT_NONE,255,0,0,30,0,31,false,false,POCKET_MEDICINE,4,1,2,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,255,0,0,0,0,0,0
ITEM_HYPER_POTION,1500,HOLD_EFFECT_NONE,200,0,0,30,0,31,false,false,POCKET_MEDICINE,4,1,2,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,200,0,0,0,0,0,0
ITEM_SUPER_POTION,700,HOLD_EFFECT_NONE,50,0,0,30,0,31,false,false,POCKET_MEDICINE,4,1,2,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,50,0,0,0,0,0,0
ITEM_FULL_HEAL,400,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,8,1,2,1,true,true,true,true,true,true,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_REVIVE,2000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,8,1,2,1,false,false,false,false,false,false,false,false,true,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,254,0,0,0,0,0,0
ITEM_MAX_REVIVE,4000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,8,1,2,1,false,false,false,false,false,false,false,false,true,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,255,0,0,0,0,0,0
ITEM_FRESH_WATER,200,HOLD_EFFECT_NONE,50,0,0,30,0,31,false,false,POCKET_MEDICINE,4,1,2,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,50,0,0,0,0,0,0
ITEM_SODA_POP,300,HOLD_EFFECT_NONE,60,0,0,30,0,31,false,false,POCKET_MEDICINE,4,1,2,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,60,0,0,0,0,0,0
ITEM_LEMONADE,400,HOLD_EFFECT_NONE,80,0,0,30,0,31,false,false,POCKET_MEDICINE,4,1,2,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,80,0,0,0,0,0,0
ITEM_MOOMOO_MILK,600,HOLD_EFFECT_NONE,100,0,0,30,0,31,false,false,POCKET_MEDICINE,4,1,2,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,100,0,0,0,0,0,0
ITEM_ENERGYPOWDER,500,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,4,1,2,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,true,true,true,0,0,0,0,0,0,50,0,-5,-5,-10,0,0
ITEM_ENERGY_ROOT,1200,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,4,1,2,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,true,true,true,0,0,0,0,0,0,200,0,-10,-10,-15,0,0
ITEM_HEAL_POWDER,300,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,8,1,2,1,true,true,true,true,true,true,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true,0,0,0,0,0,0,0,0,-5,-5,-10,0,0
ITEM_REVIVAL_HERB,2800,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,8,1,2,1,false,false,false,false,false,false,false,false,true,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,true,true,true,0,0,0,0,0,0,255,0,-15,-15,-20,0,0
ITEM_ETHER,1200,HOLD_EFFECT_NONE,10,0,0,30,0,31,false,false,POCKET_MEDICINE,16,1,2,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,true,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,10,0,0,0,0,0
ITEM_MAX_ETHER,2000,HOLD_EFFECT_NONE,255,0,0,30,0,31,false,false,POCKET_MEDICINE,16,1,2,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,true,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,127,0,0,0,0,0
ITEM_ELIXIR,3000,HOLD_EFFECT_NONE,10,0,0,30,0,31,false,false,POCKET_MEDICINE,16,1,2,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,10,0,0,0,0,0
ITEM_MAX_ELIXIR,4500,HOLD_EFFECT_NONE,255,0,0,30,0,31,false,false,POCKET_MEDICINE,16,1,2,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,127,0,0,0,0,0
ITEM_LAVA_COOKIE,200,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,8,1,2,1,true,true,true,true,true,true,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_BERRY_JUICE,100,HOLD_EFFECT_HP_RESTORE,20,0,0,30,0,31,false,false,POCKET_MEDICINE,4,1,2,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,20,0,0,0,0,0,0
ITEM_SACRED_ASH,200,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,0,1,0,1,false,false,false,false,false,false,false,false,true,true,false,false,0,0,0,0,0,0,0,false,false,false,false,true,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,255,0,0,0,0,0,0
ITEM_HP_UP,10000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,0,1,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,true,false,false,false,false,false,true,true,true,10,0,0,0,0,0,0,0,5,3,2,0,0
ITEM_PROTEIN,10000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,0,1,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,true,false,false,false,false,true,true,true,0,10,0,0,0,0,0,0,5,3,2,0,0
ITEM_IRON,10000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,0,1,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,true,false,false,false,true,true,true,0,0,10,0,0,0,0,0,5,3,2,0,0
ITEM_CARBOS,10000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,0,1,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,false,false,true,true,true,0,0,0,10,0,0,0,0,5,3,2,0,0
ITEM_CALCIUM,10000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,0,1,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,true,false,true,true,true,0,0,0,0,10,0,0,0,5,3,2,0,0
ITEM_RARE_CANDY,10000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,0,1,0,1,false,false,false,false,false,false,false,false,true,false,true,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,true,true,true,0,0,0,0,0,0,0,0,5,3,2,0,0
ITEM_PP_UP,10000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,0,1,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,true,false,false,false,false,false,false,false,false,false,false,true,true,true,0,0,0,0,0,0,0,0,5,3,2,0,0
ITEM_ZINC,10000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,0,1,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,true,true,true,true,0,0,0,0,0,10,0,0,5,3,2,0,0
ITEM_PP_MAX,10000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,0,1,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,true,false,false,false,false,false,false,false,false,false,true,true,true,0,0,0,0,0,0,0,0,5,3,2,0,0
ITEM_OLD_GATEAU,200,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_MEDICINE,8,1,2,1,true,true,true,true,true,true,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_GUARD_SPEC_,1500,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_BATTLE_ITEMS,2,0,0,1,false,false,false,false,false,false,false,true,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,true,true,false,0,0,0,0,0,0,0,0,1,1,0,0,0
ITEM_DIRE_HIT,1000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_BATTLE_ITEMS,2,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,true,true,false,0,0,0,0,0,0,0,0,1,1,0,0,0
ITEM_X_ATTACK,1000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_BATTLE_ITEMS,2,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,1,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,true,true,false,0,0,0,0,0,0,0,0,1,1,0,0,0
ITEM_X_DEFENSE,2000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_BATTLE_ITEMS,2,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,1,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,true,true,false,0,0,0,0,0,0,0,0,1,1,0,0,0
ITEM_X_SPEED,1000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_BATTLE_ITEMS,2,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,1,0,0,false,false,false,false,false,false,false,false,false,false,false,true,true,false,0,0,0,0,0,0,0,0,1,1,0,0,0
ITEM_X_ACCURACY,1000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_BATTLE_ITEMS,2,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,1,0,false,false,false,false,false,false,false,false,false,false,false,true,true,false,0,0,0,0,0,0,0,0,1,1,0,0,0
ITEM_X_SPECIAL,1000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_BATTLE_ITEMS,2,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,1,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,true,true,false,0,0,0,0,0,0,0,0,1,1,0,0,0
ITEM_X_SP__DEF,2000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_BATTLE_ITEMS,2,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,1,0,0,0,false,false,false,false,false,false,false,false,false,false,false,true,true,false,0,0,0,0,0,0,0,0,1,1,0,0,0
ITEM_POKE_DOLL,300,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_BATTLE_ITEMS,2,0,3,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_FLUFFY_TAIL,1000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_BATTLE_ITEMS,2,0,3,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_BLUE_FLUTE,100,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_BATTLE_ITEMS,8,0,0,1,true,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_YELLOW_FLUTE,200,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_BATTLE_ITEMS,8,0,0,1,false,false,false,false,false,true,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_RED_FLUTE,300,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_BATTLE_ITEMS,8,0,0,1,false,false,false,false,false,false,true,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_BLACK_FLUTE,400,HOLD_EFFECT_NONE,50,0,0,30,0,31,false,false,POCKET_ITEMS,0,19,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_WHITE_FLUTE,500,HOLD_EFFECT_NONE,150,0,0,30,0,31,false,false,POCKET_ITEMS,0,19,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_SHOAL_SALT,20,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_SHOAL_SHELL,20,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_RED_SHARD,200,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_BLUE_SHARD,200,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_YELLOW_SHARD,200,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_GREEN_SHARD,200,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,0,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_SUPER_REPEL,500,HOLD_EFFECT_NONE,200,0,0,30,0,31,false,false,POCKET_ITEMS,0,19,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_MAX_REPEL,700,HOLD_EFFECT_NONE,250,0,0,30,0,31,false,false,POCKET_ITEMS,0,19,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_ESCAPE_ROPE,550,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,21,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_REPEL,350,HOLD_EFFECT_NONE,100,0,0,30,0,31,false,false,POCKET_ITEMS,0,19,0,1,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_SUN_STONE,3000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,20,0,1,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
ITEM_MOON_STONE,3000,HOLD_EFFECT_NONE,0,0,0,30,0,31,false,false,POCKET_ITEMS,0,20,0,1,false,false,false,false,false,false,false,false,false,false,false,true,0,0,0,0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,0
