reference_id,reference_name,item_id,item_name
37,ITEM_REVIVAL_HERB,37,ITEM_REVIVAL_HERB
38,ITEM_ETHER,38,ITEM_ETHER
39,ITEM_MAX_ETHER,39,ITEM_MAX_ETHER
40,ITEM_ELIXIR,40,ITEM_ELIXIR
41,ITEM_MAX_ELIXIR,41,ITEM_MAX_ELIXIR
42,ITEM_LAVA_COOKIE,42,ITEM_LAVA_COOKIE
43,ITEM_BERRY_JUICE,43,ITEM_BERRY_JUICE
44,ITEM_SACRED_ASH,44,ITEM_SACRED_ASH
45,ITEM_HP_UP,45,ITEM_HP_UP
46,ITEM_PROTEIN,46,ITEM_PROTEIN
47,ITEM_IRON,47,ITEM_IRON
48,ITEM_CARBOS,48,ITEM_CARBOS
49,ITEM_CALCIUM,49,ITEM_CALCIUM
50,ITEM_RARE_CANDY,50,ITEM_RARE_CANDY
51,ITEM_PP_UP,51,ITEM_PP_UP
52,ITEM_ZINC,52,ITEM_ZINC
53,ITEM_PP_MAX,53,ITEM_PP_MAX
54,ITEM_OLD_GATEAU,54,ITEM_OLD_GATEAU
55,ITEM_GUARD_SPEC,55,ITEM_GUARD_SPEC_
56,ITEM_DIRE_HIT,56,ITEM_DIRE_HIT
57,ITEM_X_ATTACK,57,ITEM_X_ATTACK
58,ITEM_X_DEFENSE,58,ITEM_X_DEFENSE
59,ITEM_X_SPEED,59,ITEM_X_SPEED
60,ITEM_X_ACCURACY,60,ITEM_X_ACCURACY
61,ITEM_X_SP_ATK,61,ITEM_X_SPECIAL
62,ITEM_X_SP_DEF,62,ITEM_X_SP__DEF
63,ITEM_POKE_DOLL,63,ITEM_POKE_DOLL
64,ITEM_FLUFFY_TAIL,64,ITEM_FLUFFY_TAIL
65,ITEM_BLUE_FLUTE,65,ITEM_BLUE_FLUTE
66,ITEM_YELLOW_FLUTE,66,ITEM_YELLOW_FLUTE
67,ITEM_RED_FLUTE,67,ITEM_RED_FLUTE
68,ITEM_BLACK_FLUTE,68,ITEM_BLACK_FLUTE
69,ITEM_WHITE_FLUTE,69,ITEM_WHITE_FLUTE
70,ITEM_SHOAL_SALT,70,ITEM_SHOAL_SALT
71,ITEM_SHOAL_SHELL,71,ITEM_SHOAL_SHELL
72,ITEM_RED_SHARD,72,ITEM_RED_SHARD
73,ITEM_BLUE_SHARD,73,ITEM_BLUE_SHARD
74,ITEM_YELLOW_SHARD,74,ITEM_YELLOW_SHARD
75,ITEM_GREEN_SHARD,75,ITEM_GREEN_SHARD
76,ITEM_SUPER_REPEL,76,ITEM_SUPER_REPEL
77,ITEM_MAX_REPEL,77,ITEM_MAX_REPEL
78,ITEM_ESCAPE_ROPE,78,ITEM_ESCAPE_ROPE
79,ITEM_REPEL,79,ITEM_REPEL
80,ITEM_SUN_STONE,80,ITEM_SUN_STONE
81,ITEM_MOON_STONE,81,ITEM_MOON_STONE
82,ITEM_FIRE_STONE,82,ITEM_FIRE_STONE
83,ITEM_THUNDER_STONE,83,ITEM_THUNDERSTONE
84,ITEM_WATER_STONE,84,ITEM_WATER_STONE
85,ITEM_LEAF_STONE,85,ITEM_LEAF_STONE
86,ITEM_TINY_MUSHROOM,86,ITEM_TINYMUSHROOM
87,ITEM_BIG_MUSHROOM,87,ITEM_BIG_MUSHROOM
88,ITEM_PEARL,88,ITEM_PEARL
89,ITEM_BIG_PEARL,89,ITEM_BIG_PEARL
90,ITEM_STARDUST,90,ITEM_STARDUST
91,ITEM_STAR_PIECE,91,ITEM_STAR_PIECE
92,ITEM_NUGGET,92,ITEM_NUGGET
93,ITEM_HEART_SCALE,93,ITEM_HEART_SCALE
94,ITEM_HONEY,94,ITEM_HONEY
95,ITEM_GROWTH_MULCH,95,ITEM_GROWTH_MULCH
96,ITEM_DAMP_MULCH,96,ITEM_DAMP_MULCH
97,ITEM_STABLE_MULCH,97,ITEM_STABLE_MULCH
98,ITEM_GOOEY_MULCH,98,ITEM_GOOEY_MULCH
99,ITEM_ROOT_FOSSIL,99,ITEM_ROOT_FOSSIL
100,ITEM_CLAW_FOSSIL,100,ITEM_CLAW_FOSSIL
101,ITEM_HELIX_FOSSIL,101,ITEM_HELIX_FOSSIL
102,ITEM_DOME_FOSSIL,102,ITEM_DOME_FOSSIL
103,ITEM_OLD_AMBER,103,ITEM_OLD_AMBER
104,ITEM_ARMOR_FOSSIL,104,ITEM_ARMOR_FOSSIL
105,ITEM_SKULL_FOSSIL,105,ITEM_SKULL_FOSSIL
106,ITEM_RARE_BONE,106,ITEM_RARE_BONE
107,ITEM_SHINY_STONE,107,ITEM_SHINY_STONE
108,ITEM_DUSK_STONE,108,ITEM_DUSK_STONE
109,ITEM_DAWN_STONE,109,ITEM_DAWN_STONE
110,ITEM_OVAL_STONE,110,ITEM_OVAL_STONE
111,ITEM_ODD_KEYSTONE,111,ITEM_ODD_KEYSTONE
112,ITEM_GRISEOUS_ORB,112,ITEM_GRISEOUS_ORB
113,ITEM_TEA,564,ITEM_TEA
114,ITEM_UNKNOWN_72,114,ITEM_UNUSED_114
115,ITEM_AUTOGRAPH,565,ITEM_AUTOGRAPH
116,ITEM_DOUSE_DRIVE,566,ITEM_DOUSE_DRIVE
117,ITEM_SHOCK_DRIVE,567,ITEM_SHOCK_DRIVE
118,ITEM_BURN_DRIVE,568,ITEM_BURN_DRIVE
119,ITEM_CHILL_DRIVE,569,ITEM_CHILL_DRIVE
120,ITEM_UNKNOWN_78,120,ITEM_UNUSED_120
121,ITEM_POKEMON_BOX,570,ITEM_POKEMON_BOX
122,ITEM_UNKNOWN_7A,122,ITEM_UNUSED_122
123,ITEM_UNKNOWN_7B,123,ITEM_UNUSED_123
124,ITEM_UNKNOWN_7C,124,ITEM_UNUSED_124
125,ITEM_UNKNOWN_7D,125,ITEM_UNUSED_125
126,ITEM_UNKNOWN_7E,126,ITEM_UNUSED_126
127,ITEM_UNKNOWN_7F,127,ITEM_UNUSED_127
128,ITEM_UNKNOWN_80,128,ITEM_UNUSED_128
129,ITEM_UNKNOWN_81,129,ITEM_UNUSED_129
130,ITEM_UNKNOWN_82,130,ITEM_UNUSED_130
131,ITEM_UNKNOWN_83,131,ITEM_UNUSED_131
132,ITEM_UNKNOWN_84,132,ITEM_UNUSED_132
133,ITEM_UNKNOWN_85,133,ITEM_UNUSED_133
134,ITEM_SWEET_HEART,571,ITEM_SWEET_HEART
135,ITEM_ADAMANT_ORB,135,ITEM_ADAMANT_ORB
136,ITEM_LUSTROUS_ORB,136,ITEM_LUSTROUS_ORB
137,ITEM_GRASS_MAIL,137,ITEM_GRASS_MAIL
138,ITEM_FLAME_MAIL,138,ITEM_FLAME_MAIL
139,ITEM_BUBBLE_MAIL,139,ITEM_BUBBLE_MAIL
140,ITEM_BLOOM_MAIL,140,ITEM_BLOOM_MAIL
141,ITEM_TUNNEL_MAIL,141,ITEM_TUNNEL_MAIL
142,ITEM_STEEL_MAIL,142,ITEM_STEEL_MAIL
143,ITEM_HEART_MAIL,143,ITEM_HEART_MAIL
144,ITEM_SNOW_MAIL,144,ITEM_SNOW_MAIL
145,ITEM_SPACE_MAIL,145,ITEM_SPACE_MAIL
146,ITEM_AIR_MAIL,146,ITEM_AIR_MAIL
147,ITEM_MOSAIC_MAIL,147,ITEM_MOSAIC_MAIL
148,ITEM_BRICK_MAIL,148,ITEM_BRICK_MAIL
149,ITEM_CHERI_BERRY,149,ITEM_CHERI_BERRY
150,ITEM_CHESTO_BERRY,150,ITEM_CHESTO_BERRY
151,ITEM_PECHA_BERRY,151,ITEM_PECHA_BERRY
152,ITEM_RAWST_BERRY,152,ITEM_RAWST_BERRY
153,ITEM_ASPEAR_BERRY,153,ITEM_ASPEAR_BERRY
154,ITEM_LEPPA_BERRY,154,ITEM_LEPPA_BERRY
155,ITEM_ORAN_BERRY,155,ITEM_ORAN_BERRY
156,ITEM_PERSIM_BERRY,156,ITEM_PERSIM_BERRY
157,ITEM_LUM_BERRY,157,ITEM_LUM_BERRY
158,ITEM_SITRUS_BERRY,158,ITEM_SITRUS_BERRY
159,ITEM_FIGY_BERRY,159,ITEM_FIGY_BERRY
160,ITEM_WIKI_BERRY,160,ITEM_WIKI_BERRY
161,ITEM_MAGO_BERRY,161,ITEM_MAGO_BERRY
162,ITEM_AGUAV_BERRY,162,ITEM_AGUAV_BERRY
163,ITEM_IAPAPA_BERRY,163,ITEM_IAPAPA_BERRY
164,ITEM_RAZZ_BERRY,164,ITEM_RAZZ_BERRY
165,ITEM_BLUK_BERRY,165,ITEM_BLUK_BERRY
166,ITEM_NANAB_BERRY,166,ITEM_NANAB_BERRY
167,ITEM_WEPEAR_BERRY,167,ITEM_WEPEAR_BERRY
168,ITEM_PINAP_BERRY,168,ITEM_PINAP_BERRY
169,ITEM_POMEG_BERRY,169,ITEM_POMEG_BERRY
170,ITEM_KELPSY_BERRY,170,ITEM_KELPSY_BERRY
171,ITEM_QUALOT_BERRY,171,ITEM_QUALOT_BERRY
172,ITEM_HONDEW_BERRY,172,ITEM_HONDEW_BERRY
173,ITEM_GREPA_BERRY,173,ITEM_GREPA_BERRY
174,ITEM_TAMATO_BERRY,174,ITEM_TAMATO_BERRY
175,ITEM_CORNN_BERRY,175,ITEM_CORNN_BERRY
176,ITEM_MAGOST_BERRY,176,ITEM_MAGOST_BERRY
177,ITEM_RABUTA_BERRY,177,ITEM_RABUTA_BERRY
178,ITEM_NOMEL_BERRY,178,ITEM_NOMEL_BERRY
179,ITEM_SPELON_BERRY,179,ITEM_SPELON_BERRY
180,ITEM_PAMTRE_BERRY,180,ITEM_PAMTRE_BERRY
181,ITEM_WATMEL_BERRY,181,ITEM_WATMEL_BERRY
182,ITEM_DURIN_BERRY,182,ITEM_DURIN_BERRY
183,ITEM_BELUE_BERRY,183,ITEM_BELUE_BERRY
184,ITEM_OCCA_BERRY,184,ITEM_OCCA_BERRY
185,ITEM_PASSHO_BERRY,185,ITEM_PASSHO_BERRY
186,ITEM_WACAN_BERRY,186,ITEM_WACAN_BERRY
187,ITEM_RINDO_BERRY,187,ITEM_RINDO_BERRY
188,ITEM_YACHE_BERRY,188,ITEM_YACHE_BERRY
189,ITEM_CHOPLE_BERRY,189,ITEM_CHOPLE_BERRY
190,ITEM_KEBIA_BERRY,190,ITEM_KEBIA_BERRY
191,ITEM_SHUCA_BERRY,191,ITEM_SHUCA_BERRY
192,ITEM_COBA_BERRY,192,ITEM_COBA_BERRY
193,ITEM_PAYAPA_BERRY,193,ITEM_PAYAPA_BERRY
194,ITEM_TANGA_BERRY,194,ITEM_TANGA_BERRY
195,ITEM_CHARTI_BERRY,195,ITEM_CHARTI_BERRY
196,ITEM_KASIB_BERRY,196,ITEM_KASIB_BERRY
197,ITEM_HABAN_BERRY,197,ITEM_HABAN_BERRY
198,ITEM_COLBUR_BERRY,198,ITEM_COLBUR_BERRY
199,ITEM_BABIRI_BERRY,199,ITEM_BABIRI_BERRY
200,ITEM_CHILAN_BERRY,200,ITEM_CHILAN_BERRY
201,ITEM_LIECHI_BERRY,201,ITEM_LIECHI_BERRY
202,ITEM_GANLON_BERRY,202,ITEM_GANLON_BERRY
203,ITEM_SALAC_BERRY,203,ITEM_SALAC_BERRY
204,ITEM_PETAYA_BERRY,204,ITEM_PETAYA_BERRY
205,ITEM_APICOT_BERRY,205,ITEM_APICOT_BERRY
206,ITEM_LANSAT_BERRY,206,ITEM_LANSAT_BERRY
207,ITEM_STARF_BERRY,207,ITEM_STARF_BERRY
208,ITEM_ENIGMA_BERRY,208,ITEM_ENIGMA_BERRY
209,ITEM_MICLE_BERRY,209,ITEM_MICLE_BERRY
210,ITEM_CUSTAP_BERRY,210,ITEM_CUSTAP_BERRY
211,ITEM_JABOCA_BERRY,211,ITEM_JABOCA_BERRY
212,ITEM_ROWAP_BERRY,212,ITEM_ROWAP_BERRY
213,ITEM_BRIGHT_POWDER,213,ITEM_BRIGHTPOWDER
214,ITEM_WHITE_HERB,214,ITEM_WHITE_HERB
215,ITEM_MACHO_BRACE,215,ITEM_MACHO_BRACE
216,ITEM_EXP_SHARE,216,ITEM_EXP__SHARE
217,ITEM_QUICK_CLAW,217,ITEM_QUICK_CLAW
218,ITEM_SOOTHE_BELL,218,ITEM_SOOTHE_BELL
219,ITEM_MENTAL_HERB,219,ITEM_MENTAL_HERB
220,ITEM_CHOICE_BAND,220,ITEM_CHOICE_BAND
221,ITEM_KINGS_ROCK,221,ITEM_KINGS_ROCK
222,ITEM_SILVER_POWDER,222,ITEM_SILVERPOWDER
223,ITEM_AMULET_COIN,223,ITEM_AMULET_COIN
224,ITEM_CLEANSE_TAG,224,ITEM_CLEANSE_TAG
225,ITEM_SOUL_DEW,225,ITEM_SOUL_DEW
226,ITEM_DEEP_SEA_TOOTH,226,ITEM_DEEPSEATOOTH
227,ITEM_DEEP_SEA_SCALE,227,ITEM_DEEPSEASCALE
228,ITEM_SMOKE_BALL,228,ITEM_SMOKE_BALL
229,ITEM_EVERSTONE,229,ITEM_EVERSTONE
230,ITEM_FOCUS_BAND,230,ITEM_FOCUS_BAND
231,ITEM_LUCKY_EGG,231,ITEM_LUCKY_EGG
232,ITEM_SCOPE_LENS,232,ITEM_SCOPE_LENS
233,ITEM_METAL_COAT,233,ITEM_METAL_COAT
234,ITEM_LEFTOVERS,234,ITEM_LEFTOVERS
235,ITEM_DRAGON_SCALE,235,ITEM_DRAGON_SCALE
236,ITEM_LIGHT_BALL,236,ITEM_LIGHT_BALL
237,ITEM_SOFT_SAND,237,ITEM_SOFT_SAND
238,ITEM_HARD_STONE,238,ITEM_HARD_STONE
239,ITEM_MIRACLE_SEED,239,ITEM_MIRACLE_SEED
240,ITEM_BLACK_GLASSES,240,ITEM_BLACKGLASSES
241,ITEM_BLACK_BELT,241,ITEM_BLACK_BELT
242,ITEM_MAGNET,242,ITEM_MAGNET
243,ITEM_MYSTIC_WATER,243,ITEM_MYSTIC_WATER
244,ITEM_SHARP_BEAK,244,ITEM_SHARP_BEAK
245,ITEM_POISON_BARB,245,ITEM_POISON_BARB
246,ITEM_NEVER_MELT_ICE,246,ITEM_NEVERMELTICE
247,ITEM_SPELL_TAG,247,ITEM_SPELL_TAG
248,ITEM_TWISTED_SPOON,248,ITEM_TWISTEDSPOON
249,ITEM_CHARCOAL,249,ITEM_CHARCOAL
250,ITEM_DRAGON_FANG,250,ITEM_DRAGON_FANG
251,ITEM_SILK_SCARF,251,ITEM_SILK_SCARF
252,ITEM_UP_GRADE,252,ITEM_UPGRADE
253,ITEM_SHELL_BELL,253,ITEM_SHELL_BELL
254,ITEM_SEA_INCENSE,254,ITEM_SEA_INCENSE
255,ITEM_LAX_INCENSE,255,ITEM_LAX_INCENSE
256,ITEM_LUCKY_PUNCH,256,ITEM_LUCKY_PUNCH
257,ITEM_METAL_POWDER,257,ITEM_METAL_POWDER
258,ITEM_THICK_CLUB,258,ITEM_THICK_CLUB
259,ITEM_LEEK,259,ITEM_STICK
260,ITEM_RED_SCARF,260,ITEM_RED_SCARF
261,ITEM_BLUE_SCARF,261,ITEM_BLUE_SCARF
262,ITEM_PINK_SCARF,262,ITEM_PINK_SCARF
263,ITEM_GREEN_SCARF,263,ITEM_GREEN_SCARF
264,ITEM_YELLOW_SCARF,264,ITEM_YELLOW_SCARF
265,ITEM_WIDE_LENS,265,ITEM_WIDE_LENS
266,ITEM_MUSCLE_BAND,266,ITEM_MUSCLE_BAND
267,ITEM_WISE_GLASSES,267,ITEM_WISE_GLASSES
268,ITEM_EXPERT_BELT,268,ITEM_EXPERT_BELT
269,ITEM_LIGHT_CLAY,269,ITEM_LIGHT_CLAY
270,ITEM_LIFE_ORB,270,ITEM_LIFE_ORB
271,ITEM_POWER_HERB,271,ITEM_POWER_HERB
272,ITEM_TOXIC_ORB,272,ITEM_TOXIC_ORB
273,ITEM_FLAME_ORB,273,ITEM_FLAME_ORB
274,ITEM_QUICK_POWDER,274,ITEM_QUICK_POWDER
275,ITEM_FOCUS_SASH,275,ITEM_FOCUS_SASH
276,ITEM_ZOOM_LENS,276,ITEM_ZOOM_LENS
277,ITEM_METRONOME,277,ITEM_METRONOME
278,ITEM_IRON_BALL,278,ITEM_IRON_BALL
279,ITEM_LAGGING_TAIL,279,ITEM_LAGGING_TAIL
280,ITEM_DESTINY_KNOT,280,ITEM_DESTINY_KNOT
281,ITEM_BLACK_SLUDGE,281,ITEM_BLACK_SLUDGE
282,ITEM_ICY_ROCK,282,ITEM_ICY_ROCK
283,ITEM_SMOOTH_ROCK,283,ITEM_SMOOTH_ROCK
284,ITEM_HEAT_ROCK,284,ITEM_HEAT_ROCK
285,ITEM_DAMP_ROCK,285,ITEM_DAMP_ROCK
286,ITEM_GRIP_CLAW,286,ITEM_GRIP_CLAW
287,ITEM_CHOICE_SCARF,287,ITEM_CHOICE_SCARF
288,ITEM_STICKY_BARB,288,ITEM_STICKY_BARB
289,ITEM_POWER_BRACER,289,ITEM_POWER_BRACER
290,ITEM_POWER_BELT,290,ITEM_POWER_BELT
291,ITEM_POWER_LENS,291,ITEM_POWER_LENS
292,ITEM_POWER_BAND,292,ITEM_POWER_BAND
293,ITEM_POWER_ANKLET,293,ITEM_POWER_ANKLET
294,ITEM_POWER_WEIGHT,294,ITEM_POWER_WEIGHT
295,ITEM_SHED_SHELL,295,ITEM_SHED_SHELL
296,ITEM_BIG_ROOT,296,ITEM_BIG_ROOT
297,ITEM_CHOICE_SPECS,297,ITEM_CHOICE_SPECS
298,ITEM_FLAME_PLATE,298,ITEM_FLAME_PLATE
299,ITEM_SPLASH_PLATE,299,ITEM_SPLASH_PLATE
300,ITEM_ZAP_PLATE,300,ITEM_ZAP_PLATE
301,ITEM_MEADOW_PLATE,301,ITEM_MEADOW_PLATE
302,ITEM_ICICLE_PLATE,302,ITEM_ICICLE_PLATE
303,ITEM_FIST_PLATE,303,ITEM_FIST_PLATE
304,ITEM_TOXIC_PLATE,304,ITEM_TOXIC_PLATE
305,ITEM_EARTH_PLATE,305,ITEM_EARTH_PLATE
306,ITEM_SKY_PLATE,306,ITEM_SKY_PLATE
307,ITEM_MIND_PLATE,307,ITEM_MIND_PLATE
308,ITEM_INSECT_PLATE,308,ITEM_INSECT_PLATE
309,ITEM_STONE_PLATE,309,ITEM_STONE_PLATE
310,ITEM_SPOOKY_PLATE,310,ITEM_SPOOKY_PLATE
311,ITEM_DRACO_PLATE,311,ITEM_DRACO_PLATE
312,ITEM_DREAD_PLATE,312,ITEM_DREAD_PLATE
313,ITEM_IRON_PLATE,313,ITEM_IRON_PLATE
314,ITEM_ODD_INCENSE,314,ITEM_ODD_INCENSE
315,ITEM_ROCK_INCENSE,315,ITEM_ROCK_INCENSE
316,ITEM_FULL_INCENSE,316,ITEM_FULL_INCENSE
317,ITEM_WAVE_INCENSE,317,ITEM_WAVE_INCENSE
318,ITEM_ROSE_INCENSE,318,ITEM_ROSE_INCENSE
319,ITEM_LUCK_INCENSE,319,ITEM_LUCK_INCENSE
320,ITEM_PURE_INCENSE,320,ITEM_PURE_INCENSE
321,ITEM_PROTECTOR,321,ITEM_PROTECTOR
322,ITEM_ELECTIRIZER,322,ITEM_ELECTIRIZER
323,ITEM_MAGMARIZER,323,ITEM_MAGMARIZER
324,ITEM_DUBIOUS_DISC,324,ITEM_DUBIOUS_DISC
325,ITEM_REAPER_CLOTH,325,ITEM_REAPER_CLOTH
326,ITEM_RAZOR_CLAW,326,ITEM_RAZOR_CLAW
327,ITEM_RAZOR_FANG,327,ITEM_RAZOR_FANG
328,ITEM_TM001,328,ITEM_TM01
329,ITEM_TM002,329,ITEM_TM02
330,ITEM_TM003,330,ITEM_TM03
331,ITEM_TM004,331,ITEM_TM04
332,ITEM_TM005,332,ITEM_TM05
333,ITEM_TM006,333,ITEM_TM06
334,ITEM_TM007,334,ITEM_TM07
335,ITEM_TM008,335,ITEM_TM08
336,ITEM_TM009,336,ITEM_TM09
337,ITEM_TM010,337,ITEM_TM10
338,ITEM_TM011,338,ITEM_TM11
339,ITEM_TM012,339,ITEM_TM12
340,ITEM_TM013,340,ITEM_TM13
341,ITEM_TM014,341,ITEM_TM14
342,ITEM_TM015,342,ITEM_TM15
343,ITEM_TM016,343,ITEM_TM16
344,ITEM_TM017,344,ITEM_TM17
345,ITEM_TM018,345,ITEM_TM18
346,ITEM_TM019,346,ITEM_TM19
347,ITEM_TM020,347,ITEM_TM20
348,ITEM_TM021,348,ITEM_TM21
349,ITEM_TM022,349,ITEM_TM22
350,ITEM_TM023,350,ITEM_TM23
351,ITEM_TM024,351,ITEM_TM24
352,ITEM_TM025,352,ITEM_TM25
353,ITEM_TM026,353,ITEM_TM26
354,ITEM_TM027,354,ITEM_TM27
355,ITEM_TM028,355,ITEM_TM28
356,ITEM_TM029,356,ITEM_TM29
357,ITEM_TM030,357,ITEM_TM30
358,ITEM_TM031,358,ITEM_TM31
359,ITEM_TM032,359,ITEM_TM32
360,ITEM_TM033,360,ITEM_TM33
361,ITEM_TM034,361,ITEM_TM34
362,ITEM_TM035,362,ITEM_TM35
363,ITEM_TM036,363,ITEM_TM36
364,ITEM_TM037,364,ITEM_TM37
365,ITEM_TM038,365,ITEM_TM38
366,ITEM_TM039,366,ITEM_TM39
367,ITEM_TM040,367,ITEM_TM40
368,ITEM_TM041,368,ITEM_TM41
369,ITEM_TM042,369,ITEM_TM42
370,ITEM_TM043,370,ITEM_TM43
371,ITEM_TM044,371,ITEM_TM44
372,ITEM_TM045,372,ITEM_TM45
373,ITEM_TM046,373,ITEM_TM46
374,ITEM_TM047,374,ITEM_TM47
375,ITEM_TM048,375,ITEM_TM48
376,ITEM_TM049,376,ITEM_TM49
377,ITEM_TM050,377,ITEM_TM50
378,ITEM_TM051,378,ITEM_TM51
379,ITEM_TM052,379,ITEM_TM52
380,ITEM_TM053,380,ITEM_TM53
381,ITEM_TM054,381,ITEM_TM54
382,ITEM_TM055,382,ITEM_TM55
383,ITEM_TM056,383,ITEM_TM56
384,ITEM_TM057,384,ITEM_TM57
385,ITEM_TM058,385,ITEM_TM58
386,ITEM_TM059,386,ITEM_TM59
387,ITEM_TM060,387,ITEM_TM60
388,ITEM_TM061,388,ITEM_TM61
389,ITEM_TM062,389,ITEM_TM62
390,ITEM_TM063,390,ITEM_TM63
391,ITEM_TM064,391,ITEM_TM64
392,ITEM_TM065,392,ITEM_TM65
393,ITEM_TM066,393,ITEM_TM66
394,ITEM_TM067,394,ITEM_TM67
395,ITEM_TM068,395,ITEM_TM68
396,ITEM_TM069,396,ITEM_TM69
397,ITEM_TM070,397,ITEM_TM70
398,ITEM_TM071,398,ITEM_TM71
399,ITEM_TM072,399,ITEM_TM72
400,ITEM_TM073,400,ITEM_TM73
401,ITEM_TM074,401,ITEM_TM74
402,ITEM_TM075,402,ITEM_TM75
403,ITEM_TM076,403,ITEM_TM76
404,ITEM_TM077,404,ITEM_TM77
405,ITEM_TM078,405,ITEM_TM78
406,ITEM_TM079,406,ITEM_TM79
407,ITEM_TM080,407,ITEM_TM80
408,ITEM_TM081,408,ITEM_TM81
409,ITEM_TM082,409,ITEM_TM82
410,ITEM_TM083,410,ITEM_TM83
411,ITEM_TM084,411,ITEM_TM84
412,ITEM_TM085,412,ITEM_TM85
413,ITEM_TM086,413,ITEM_TM86
414,ITEM_TM087,414,ITEM_TM87
415,ITEM_TM088,415,ITEM_TM88
416,ITEM_TM089,416,ITEM_TM89
417,ITEM_TM090,417,ITEM_TM90
418,ITEM_TM091,418,ITEM_TM91
419,ITEM_TM092,419,ITEM_TM92
420,ITEM_HM01,420,ITEM_HM01
421,ITEM_HM02,421,ITEM_HM02
422,ITEM_HM03,422,ITEM_HM03
423,ITEM_HM04,423,ITEM_HM04
424,ITEM_HM05,424,ITEM_HM05
425,ITEM_HM06,425,ITEM_HM06
426,ITEM_HM07,426,ITEM_HM07
427,ITEM_HM08,427,ITEM_HM08
428,ITEM_EXPLORER_KIT,428,ITEM_EXPLORER_KIT
429,ITEM_LOOT_SACK,429,ITEM_LOOT_SACK
430,ITEM_RULE_BOOK,430,ITEM_RULE_BOOK
431,ITEM_POKE_RADAR,431,ITEM_POKE_RADAR
432,ITEM_POINT_CARD,432,ITEM_POINT_CARD
433,ITEM_GUIDEBOOK,433,ITEM_JOURNAL
434,ITEM_SEAL_CASE,434,ITEM_SEAL_CASE
435,ITEM_FASHION_CASE,435,ITEM_FASHION_CASE
436,ITEM_STICKER_BAG,436,ITEM_SEAL_BAG
437,ITEM_PAL_PAD,437,ITEM_PAL_PAD
438,ITEM_WORKS_KEY,438,ITEM_WORKS_KEY
439,ITEM_OLD_CHARM,439,ITEM_OLD_CHARM
440,ITEM_GALACTIC_KEY,440,ITEM_GALACTIC_KEY
441,ITEM_RED_CHAIN,441,ITEM_RED_CHAIN
442,ITEM_TOWN_MAP,442,ITEM_TOWN_MAP
443,ITEM_VS_SEEKER,443,ITEM_VS__SEEKER
444,ITEM_COIN_CASE,444,ITEM_COIN_CASE
445,ITEM_OLD_ROD,445,ITEM_OLD_ROD
446,ITEM_GOOD_ROD,446,ITEM_GOOD_ROD
447,ITEM_SUPER_ROD,447,ITEM_SUPER_ROD
448,ITEM_SPRAYDUCK,448,ITEM_SPRAYDUCK
449,ITEM_POFFIN_CASE,449,ITEM_POFFIN_CASE
450,ITEM_BIKE,450,ITEM_BICYCLE
451,ITEM_SUITE_KEY,451,ITEM_SUITE_KEY
452,ITEM_OAKS_LETTER,452,ITEM_OAKS_LETTER
